STRUCTURE,STRUCTUREID,STRUCTUREFULLNAME,STRUCTURECOLOR,STRUCTUREREGION,STRUCTUREREGIONCOLOR,CLUSTER
Dgs,15831,superficial stratum of Dg,EA9E4E,Rest Forebrain,C86A39,6
HDB,15832,horizontal nucleus of the diagonal band,EA9E4E,Rest Forebrain,C86A39,6
MCDB,15833,magnocellular diagonal band nucleus,EA9E4E,Rest Forebrain,C86A39,6
Pal,15834,pallidum (globus pallidus complex),E58724,Rest Forebrain,C86A39,6
Palv,15835,ventricular zone of Pal,E58724,Rest Forebrain,C86A39,6
Palm,15836,mantle zone of Pal,EA9E4E,Rest Forebrain,C86A39,6
Palp,15837,periventricular stratum of Pal,EA9E4E,Rest Forebrain,C86A39,6
BSTLC,15838,bed nucleus of the stria terminalis- laterocentral division,EA9E4E,Rest Forebrain,C86A39,6
Pali,15842,intermediate stratum of Pal,EA9E4E,Rest Forebrain,C86A39,6
EPal,15843,external globus pallidum,EA9E4E,Rest Forebrain,C86A39,6
VPal,15844,ventral pallidum,EA9E4E,Rest Forebrain,C86A39,6
Pals,15845,superficial stratum of Pal,EA9E4E,Rest Forebrain,C86A39,6
TuPal,15846,pallidal part of olfactory tuberculum,EA9E4E,Rest Forebrain,C86A39,6
TuPal1,15847,plexiform layer of TuPal,EA9E4E,Rest Forebrain,C86A39,6
TuPal2,15848,corticoid layer of TuPal,EA9E4E,Rest Forebrain,C86A39,6
TuPal3,15849,polymorph layer of TuPal,EA9E4E,Rest Forebrain,C86A39,6
ICjPal,15850,pallidal islands of Calleja,EA9E4E,Rest Forebrain,C86A39,6
Str,15851,striatum (corpus striatum),E58724,Rest Forebrain,C86A39,6
Strv,15852,ventricular zone of Str,E58724,Rest Forebrain,C86A39,6
Strm,15853,mantle zone of Str,EA9E4E,Rest Forebrain,C86A39,6
Strp,15854,periventricular stratum of Str,EA9E4E,Rest Forebrain,C86A39,6
Cau,15855,caudate nucleus,EA9E4E,Rest Forebrain,C86A39,6
Stri,15856,intermediate stratum of Str,EA9E4E,Rest Forebrain,C86A39,6
Put,15857,putamen,EA9E4E,Rest Forebrain,C86A39,6
VStr,15858,ventral striatum,EA9E4E,Rest Forebrain,C86A39,6
IPAC,15859,interstitial nucleus of the posterior limb of the anterior commissure,EA9E4E,Rest Forebrain,C86A39,6
Strs,15861,superficial stratum of Str,EA9E4E,Rest Forebrain,C86A39,6
TuStr,15862,striatal part of olfactory tuberculum,EA9E4E,Rest Forebrain,C86A39,6
TuStr1,15863,plexiform layer of TuStr,EA9E4E,Rest Forebrain,C86A39,6
TuStr2,15864,corticoid layer of TuStr,EA9E4E,Rest Forebrain,C86A39,6
TuStr3,15865,polymorph layer of TuStr,EA9E4E,Rest Forebrain,C86A39,6
ICjStr,15866,striatal islands of Calleja,EA9E4E,Rest Forebrain,C86A39,6
ASPall,15867,subpallial amygdala,E6A723,Rest Forebrain,C86A39,6
AStr,15868,striatal amygdala,E6A723,Rest Forebrain,C86A39,6
AStrv,15869,ventricular zone of AStr,E6A723,Rest Forebrain,C86A39,6
AStrm,15870,mantle zone of AStr,EAB442,Rest Forebrain,C86A39,6
AStrp,15871,periventricular stratum of AStr,EAB442,Rest Forebrain,C86A39,6
ASt,15872,amygdalo-striatal transition,EAB442,Rest Forebrain,C86A39,6
AStri,15873,intermediate stratum of AStr,EAB442,Rest Forebrain,C86A39,6
CeL,15874,central amygdalar nucleus- lateral part,EAB442,Rest Forebrain,C86A39,6
CeC,15875,central amygdalar nucleus- capsular part,EAB442,Rest Forebrain,C86A39,6
IA,15876,intercalated amygdaloid nuclei,EAB442,Rest Forebrain,C86A39,6
AStrs,15877,superficial stratum of AStr,EAB442,Rest Forebrain,C86A39,6
APal,15878,pallidal amygdala,E6A723,Rest Forebrain,C86A39,6
APalv,15879,ventricular zone of APal,E6A723,Rest Forebrain,C86A39,6
APalm,15880,mantle zone of APal,EAB442,Rest Forebrain,C86A39,6
APalp,15881,periventricular stratum of APal,EAB442,Rest Forebrain,C86A39,6
BSTLA,15882,bed nucleus of stria terminalis- lateral amygdaloid division,EAB442,Rest Forebrain,C86A39,6
APali,15883,intermediate stratum of APal,EAB442,Rest Forebrain,C86A39,6
CeM,15884,central amygdaloid nucleus- medial part,EAB442,Rest Forebrain,C86A39,6
APals,15885,superficial stratum of APal,EAB442,Rest Forebrain,C86A39,6
AHy,15893,hypothalamic amygdala,E6A723,Rest Forebrain,C86A39,6
AHym,15895,mantle zone of AHy,EAB442,Rest Forebrain,C86A39,6
AHys,15898,superficial stratum of AHy,EAB442,Rest Forebrain,C86A39,6
MePD,15899,medial amygdala- posterodorsal part,EAB442,Rest Forebrain,C86A39,6
MePV,15900,medial amygdala- posteroventral part,EAB442,Rest Forebrain,C86A39,6
MeAD,15901,medial amygdala- anterodorsal part,EAB442,Rest Forebrain,C86A39,6
MeAV,15902,medial amygdala- anteroventral part,EAB442,Rest Forebrain,C86A39,6
PPav,16214,ventricular zone of PPaA,DF7257,Rest Forebrain,C86A39,6
PPap,16216,periventricular stratum of PPaA,E4866F,Rest Forebrain,C86A39,6
PPa,16217,paraventricular nucleus- peduncular or principal part,E4866F,Rest Forebrain,C86A39,6
PaD,16218,paraventricular nucleus- dorsal part,E4866F,Rest Forebrain,C86A39,6
PaC,16219,paraventricular nucleus- cap part,E4866F,Rest Forebrain,C86A39,6
PaR,16224,paraventricular nucleus- rostral part,E4866F,Rest Forebrain,C86A39,6
 ,, , , , ,
p3Bs,16364,superficial stratum of p3B,DAD18D,Rest Forebrain,C86A39,7
EPAc,16351,accessory entopeduncular nucleus (post-migratory),DAD18D,Rest Forebrain,C86A39,7
p3SNC,16365,p3 portion of the substantia nigra pars compacta,DAD18D,Rest Forebrain,C86A39,7
p3SNR,16366,p3 portion of the substantia nigra pars reticulata,DAD18D,Rest Forebrain,C86A39,7
p3PN,16367,p3 portion of paranigral nucleus,DAD18D,Rest Forebrain,C86A39,7
p3F,16368,floor plate of p3,A69F6B,Rest Forebrain,C86A39,7
p3Fm,16370,mantle zone of p3F,CCC383,Rest Forebrain,C86A39,7
p3Fp,16371,periventricular stratum of p3F,CCC383,Rest Forebrain,C86A39,7
p3Fi,16372,intermediate stratum of p3F,CCC383,Rest Forebrain,C86A39,7
p3Fs,16373,superficial stratum of p3F,CCC383,Rest Forebrain,C86A39,7
p3VTA,16374,p3 portion of the ventral tegmental area,8D885B,Rest Forebrain,C86A39,7
p2Bm,16489,mantle zone of p2B,E0D058,Rest Forebrain,C86A39,7
p2Bi,16492,intermediate stratum of p2B,E0D058,Rest Forebrain,C86A39,7
RI,16494,rostral interstitial nucleus,E0D058,Rest Forebrain,C86A39,7
PR,16495,prerubral area,E0D058,Rest Forebrain,C86A39,7
p2PBP,16496,p2 portion of the parabrachial pigmented nucleus,E0D058,Rest Forebrain,C86A39,7
p2Bs,16497,superficial stratum of p2B,E0D058,Rest Forebrain,C86A39,7
p2SNC,16499,p2 portion of the substantia nigra pars compacta,E0D058,Rest Forebrain,C86A39,7
p2SNR,16500,p2 portion of the substantia nigra pars reticulata,E0D058,Rest Forebrain,C86A39,7
p2PN,16501,p2 portion of paranigral nucleus,E0D058,Rest Forebrain,C86A39,7
p2F,16502,floor plate of p2,B3A646,Rest Forebrain,C86A39,7
p2Fm,16504,mantle zone of p2F,CCBE50,Rest Forebrain,C86A39,7
p2Fp,16505,periventricular stratum of p2F,CCBE50,Rest Forebrain,C86A39,7
p2Fi,16506,intermediate stratum of p2F,CCBE50,Rest Forebrain,C86A39,7
p2Fs,16507,superficial stratum of p2F,CCBE50,Rest Forebrain,C86A39,7
p2VTA,16508,p2 portion of the ventral tegmental area,A69A41,Rest Forebrain,C86A39,7
PtTg,16623,pretectal tegmentum,CCB71D,Rest Forebrain,C86A39,7
p1B,16624,basal plate of p1,CCB71D,Rest Forebrain,C86A39,7
p1Bm,16626,mantle zone of p1B,E6CE20,Rest Forebrain,C86A39,7
p1Bp,16627,periventricular stratum of p1B,E6CE20,Rest Forebrain,C86A39,7
p1B-PAG,16628,p1B part of the periaqueductal gray,E6CE20,Rest Forebrain,C86A39,7
Dk,16629,nucleus of Darkschewitsch,E6CE20,Rest Forebrain,C86A39,7
p1PEW,16630,p1 part of the pre-Edinger-Westphal nucleus,E6CE20,Rest Forebrain,C86A39,7
p1Bi,16631,intermediate stratum of p1B,E6CE20,Rest Forebrain,C86A39,7
InC,16620,interstitial nucleus of Cajal (post-migratory),E6CE20,Rest Forebrain,C86A39,7
p1BRt,16632,basal reticular formation of p1,E6CE20,Rest Forebrain,C86A39,7
RPC,16633,red nucleus- parvicellular part,E6CE20,Rest Forebrain,C86A39,7
p1PaR,16634,p1 part of the pararubral nucleus,E6CE20,Rest Forebrain,C86A39,7
p1PBP,16635,p1 part of parabrachial pigmented nucleus,E6CE20,Rest Forebrain,C86A39,7
p1Bs,16636,superficial stratum of p1B,E6CE20,Rest Forebrain,C86A39,7
p1SNC,16638,p1 part of the substantia nigra compacta,E6CE20,Rest Forebrain,C86A39,7
p1SNR,16639,p1 part of the substantia nigra reticulata,E6CE20,Rest Forebrain,C86A39,7
p1PN,16640,p1 portion of the paranigral nucleus,E6CE20,Rest Forebrain,C86A39,7
p1F,16641,floor plate of p1,B3A019,Rest Forebrain,C86A39,7
p1Fv,16642,ventricular zone of p1F,A69517,Rest Forebrain,C86A39,7
p1Fm,16643,mantle zone of p1F,CCB71D,Rest Forebrain,C86A39,7
p1Fp,16644,periventricular stratum of p1F,CCB71D,Rest Forebrain,C86A39,7
p1Fi,16646,intermediate stratum of p1F,CCB71D,Rest Forebrain,C86A39,7
p1Fs,16647,superficial stratum of p1F,CCB71D,Rest Forebrain,C86A39,7
p1VTA,16648,p1 part of the ventral tegmental area,A69517,Rest Forebrain,C86A39,7
MTg,16725,m1 (rostral) midbrain tegmentum,128F12,Rest Midbrain,17B317,7
m1B,16726,basal plate of m1,128F12,Rest Midbrain,17B317,7
m1Bv,16727,ventricular zone of m1B,128F12,Rest Midbrain,17B317,7
m1Bm,16728,mantle zone of m1B,45AC47,Rest Midbrain,17B317,7
m1Bp,16729,periventricular stratum of m1B,45AC47,Rest Midbrain,17B317,7
m1B-PAG,16730,m1B part of the periaqueductal gray,45AC47,Rest Midbrain,17B317,7
m1PEW,16731,m1 part of the pre-Edinger-Westphal nucleus,45AC47,Rest Midbrain,17B317,7
m1Bi,16732,intermediate stratum of m1B,45AC47,Rest Midbrain,17B317,7
RLi,16748,rostral linear nucleus,45AC47,Rest Midbrain,17B317,7
3EW,16733,oculomotor nucleus- Edinger-Westphal subnucleus,45AC47,Rest Midbrain,17B317,7
3M,16734,oculomotor nucleus- main part,45AC47,Rest Midbrain,17B317,7
m1BRt,16735,medial basal reticular formation of m1,45AC47,Rest Midbrain,17B317,7
m1PaR,16736,pararubral nucleus- m1 part,45AC47,Rest Midbrain,17B317,7
RMC,16737,red nucleus- magnocellular part,45AC47,Rest Midbrain,17B317,7
m1Bs,16738,superficial stratum of m1B,45AC47,Rest Midbrain,17B317,7
m1PN,16739,m1 part of paranigral nucleus,45AC47,Rest Midbrain,17B317,7
m1SNC,16740,substantia nigra compacta- m1 part,45AC47,Rest Midbrain,17B317,7
m1SNR,16741,substantia nigra reticulata- m1 part,45AC47,Rest Midbrain,17B317,7
m1PBP,112892283,m1 part of parabrachialis pigmentosus,45AC47,Rest Midbrain,17B317,7
m1F,16742,floor plate of m1,378A37,Rest Midbrain,17B317,7
m1Fv,16743,ventricular zone of m1F,338033,Rest Midbrain,17B317,7
m1Fm,16744,mantle zone of m1F,128F12,Rest Midbrain,17B317,7
m1Fp,16745,periventricular stratum of m1F,128F12,Rest Midbrain,17B317,7
m1Fi,16747,intermediate stratum of m1F,128F12,Rest Midbrain,17B317,7
m1Fs,16749,superficial stratum of m1F,128F12,Rest Midbrain,17B317,7
m1VTA,16750,ventral tegmental area- m1 part,338033,Rest Midbrain,17B317,7
PIsTg,16790,preisthmic tegmentum,00A700,Rest Midbrain,17B317,7
m2B,16791,m2 basal plate,00A700,Rest Midbrain,17B317,7
m2Bm,16793,mantle zone of m2B,0CBF0C,Rest Midbrain,17B317,7
m2Bp,16794,periventricular stratum of m2B,0CBF0C,Rest Midbrain,17B317,7
m2B-PAG,16795,basal m2 periaqueductal gray,0CBF0C,Rest Midbrain,17B317,7
m2DR,16796,m2 part of the dorsal raphe nucleus,0CBF0C,Rest Midbrain,17B317,7
m2Bi,16797,intermediate stratum of m2B,0CBF0C,Rest Midbrain,17B317,7
m2BRt,16798,reticular formation of basal m2,0CBF0C,Rest Midbrain,17B317,7
m2PaR,16799,m2 part of pararubral nucleus,0CBF0C,Rest Midbrain,17B317,7
m2Bs,16800,superficial stratum of m2B,0CBF0C,Rest Midbrain,17B317,7
m2PN,16801,m2 part of paranigral nucleus,0CBF0C,Rest Midbrain,17B317,7
m2PBP,16802,m2 part of nucleus parabrachialis pigmentosus,0CBF0C,Rest Midbrain,17B317,7
m2SNC,16803,m2 part of substantia nigra compacta,0CBF0C,Rest Midbrain,17B317,7
m2SNR,16804,m2 part of substantia nigra reticulata,0CBF0C,Rest Midbrain,17B317,7
m2F,16805,m2 floor plate,449F44,Rest Midbrain,17B317,7
m2Fm,112892301,mantle zone of m2F,00A700,Rest Midbrain,17B317,7
m2Fp,112892303,periventricular stratum of m2F,00A700,Rest Midbrain,17B317,7
m2Fi,112892305,intermediate stratum of m2F,00A700,Rest Midbrain,17B317,7
m2Fs,112892307,superficial stratum of m2F,00A700,Rest Midbrain,17B317,7
m2VTA,16806,m2 part of VTA,3F943F,Rest Midbrain,17B317,7
isB,16876,isthmic basal plate,BB2CCC,Cerebellum,EA37FF,7
isBL,16877,lateral part of the isB,D332E6,Cerebellum,EA37FF,7
isBLm,16879,mantle zone of isBL,D332E6,Cerebellum,EA37FF,7
isBLp,16880,periventricular stratum of isBL,D332E6,Cerebellum,EA37FF,7
isDRDL,16881,dorsolateral isthmic part of the dorsal raphe nucleus,D332E6,Cerebellum,EA37FF,7
isDRW,112892315,lateral wings of the dorsal raphe nucleus,D332E6,Cerebellum,EA37FF,7
isBLi,16882,intermediate stratum of isBL,D332E6,Cerebellum,EA37FF,7
isBLRt,16883,isthmic part of basolateral isthmic reticular formation,D332E6,Cerebellum,EA37FF,7
isBLs,16885,superficial stratum of isBL,D332E6,Cerebellum,EA37FF,7
isBI,16887,intermediate part of isB,BB2CCC,Cerebellum,EA37FF,7
isBIv,16888,ventricular zone of isBI,BB2CCC,Cerebellum,EA37FF,7
isBIm,16889,mantle zone of isBI,D332E6,Cerebellum,EA37FF,7
isBIp,16890,periventricular stratum of isBI,D332E6,Cerebellum,EA37FF,7
isDRI,16891,intermediate isthmic part of the dorsal raphe nucleus,D332E6,Cerebellum,EA37FF,7
isBIi,16893,intermediate stratum of isBI,D332E6,Cerebellum,EA37FF,7
isBIRt,16894,basointermediate isthmic reticular formation,D332E6,Cerebellum,EA37FF,7
isBIs,16895,superficial stratum of isBI,D332E6,Cerebellum,EA37FF,7
isSNR,16896,substantia nigra reticulata- isthmic part,D332E6,Cerebellum,EA37FF,7
isBM,16897,medial part of the isB,BB2CCC,Cerebellum,EA37FF,7
isBMv,16898,ventricular zone of isBM,BB2CCC,Cerebellum,EA37FF,7
isBMm,16899,mantle zone of isBM,D332E6,Cerebellum,EA37FF,7
isBMp,16900,periventricular mantle of isBM,D332E6,Cerebellum,EA37FF,7
isDRV,16901,ventral isthmic part of dorsal raphe nucleus,D332E6,Cerebellum,EA37FF,7
isBMi,16902,intermediate mantle of isBM,D332E6,Cerebellum,EA37FF,7
4M,16903,trochlear nucleus,D332E6,Cerebellum,EA37FF,7
4Sh,16904,trochlear shell,D332E6,Cerebellum,EA37FF,7
CLi,16906,caudal linear (raphe) nucleus,D332E6,Cerebellum,EA37FF,7
isBMs,16907,superficial mantle of isBM,D332E6,Cerebellum,EA37FF,7
isSNC,16908,substantia nigra compacta- isthmic part,D332E6,Cerebellum,EA37FF,7
IPPr,16909,interpeduncular nucleus- prodromal part,D332E6,Cerebellum,EA37FF,7
isPN,16910,isthmic portion of paranigral nucleus,D332E6,Cerebellum,EA37FF,7
isF,16911,isthmic floor plate,A427B3,Cerebellum,EA37FF,7
isFv,16912,ventricular zone of isF,9824A6,Cerebellum,EA37FF,7
isFm,16913,mantle zone of isF,BB2CCC,Cerebellum,EA37FF,7
isFp,112892317,periventricular stratum of isF,BB2CCC,Cerebellum,EA37FF,7
isFi,112892319,intermediate stratum of isF,BB2CCC,Cerebellum,EA37FF,7
isFs,112892321,superficial stratum of isF,BB2CCC,Cerebellum,EA37FF,7
isVTA,16914,ventral tegmental area- isthmic part,9824A6,Cerebellum,EA37FF,7
r1B,16967,r1 basal plate,BE4ACC,Rest Hindbrain,EA37FF,7
r1BL,16968,lateral part of r1B,BE4ACC,Rest Hindbrain,EA37FF,7
r1BLv,16969,ventricular zone of r1BL,BE4ACC,Rest Hindbrain,EA37FF,7
r1BLm,16970,mantle zone of r1BL,D654E6,Rest Hindbrain,EA37FF,7
r1BLp,16971,periventricular stratum of r1BL,D654E6,Rest Hindbrain,EA37FF,7
LC,16972,locus coeruleus,D654E6,Rest Hindbrain,EA37FF,7
Bar,16973,nucleus of Barrington,D654E6,Rest Hindbrain,EA37FF,7
NPS,16974,neuropeptide-S nucleus,D654E6,Rest Hindbrain,EA37FF,7
r1BLi,16975,intermediate stratum of r1BL,D654E6,Rest Hindbrain,EA37FF,7
r1BLRt,16978,r1 part of basolateral reticular formation,D654E6,Rest Hindbrain,EA37FF,7
r1BLs,16981,superficial stratum of r1BL,D654E6,Rest Hindbrain,EA37FF,7
r1ILL,16982,r1 part of intermediate nucleus of the lateral lemniscus,D654E6,Rest Hindbrain,EA37FF,7
r1BI,16984,intermediate part of r1B,BE4ACC,Rest Hindbrain,EA37FF,7
r1BIm,16986,mantle zone of r1BI,D654E6,Rest Hindbrain,EA37FF,7
r1BIp,16987,periventricular stratum of r1BI,D654E6,Rest Hindbrain,EA37FF,7
r1BIi,16990,intermediate stratum of r1BI,D654E6,Rest Hindbrain,EA37FF,7
r1BIRt,16991,r1 part of basointermediate reticular formation,D654E6,Rest Hindbrain,EA37FF,7
r1SubC,16992,nucleus subcoeruleus- r1 part,D654E6,Rest Hindbrain,EA37FF,7
r1BIs,16993,superficial stratum of r1BI,D654E6,Rest Hindbrain,EA37FF,7
r1LPn,124372440,r1 part of lateral pontine nuclei,D654E6,Rest Hindbrain,EA37FF,7
r1BM,16994,medial part of r1B,BE4ACC,Rest Hindbrain,EA37FF,7
r1BMv,16995,ventricular zone of r1BM,BE4ACC,Rest Hindbrain,EA37FF,7
r1BMm,16996,mantle zone of r1BM,D654E6,Rest Hindbrain,EA37FF,7
r1BMp,16997,periventricular stratum of r1BM,D654E6,Rest Hindbrain,EA37FF,7
r1DR,16998,r1 part of dorsal raphe nucleus,D654E6,Rest Hindbrain,EA37FF,7
Sph,16999,sphenoid nucleus,D654E6,Rest Hindbrain,EA37FF,7
DTg,17000,dorsal tegmental nucleus,D654E6,Rest Hindbrain,EA37FF,7
DTgC,17001,core part of DTg,D654E6,Rest Hindbrain,EA37FF,7
DTgS,17002,shell part of DTg,D654E6,Rest Hindbrain,EA37FF,7
r1BMi,17004,intermediate stratum of r1BM,D654E6,Rest Hindbrain,EA37FF,7
IPA,17005,apical interpeduncular nucleus,D654E6,Rest Hindbrain,EA37FF,7
VTg,17007,ventral tegmental nucleus,D654E6,Rest Hindbrain,EA37FF,7
ATg,17008,anterior tegmental nucleus,D654E6,Rest Hindbrain,EA37FF,7
PTg,17009,posterior tegmental nucleus,D654E6,Rest Hindbrain,EA37FF,7
r1PMnR,17010,r1 part of paramedian raphe nucleus,D654E6,Rest Hindbrain,EA37FF,7
r1MnR,17011,r1 part of median raphe nucleus,D654E6,Rest Hindbrain,EA37FF,7
r1BMRt,17012,r1 part of basomedial reticular formation,D654E6,Rest Hindbrain,EA37FF,7
r1BMs,17013,superficial stratum of r1BM,D654E6,Rest Hindbrain,EA37FF,7
IPR,17014,rostral interpeduncular nucleus,D654E6,Rest Hindbrain,EA37FF,7
IPC,17018,caudal interpeduncular nucleus,D654E6,Rest Hindbrain,EA37FF,7
r1F,17022,r1 floor plate,A741B3,Rest Hindbrain,EA37FF,7
r1Fm,112892325,mantle zone of r1F,BE4ACC,Rest Hindbrain,EA37FF,7
r1Fp,112892327,periventricular stratum of r1F,BE4ACC,Rest Hindbrain,EA37FF,7
r1Fi,112892329,intermediate stratum of r1F,BE4ACC,Rest Hindbrain,EA37FF,7
r1Fs,112892331,superficial stratum of r1F,BE4ACC,Rest Hindbrain,EA37FF,7
MnIPR,124372444,median part of IPR,9B3CA6,Rest Hindbrain,EA37FF,7
MnIPC,124372448,median part of IPC,9B3CA6,Rest Hindbrain,EA37FF,7
r2SubC,17059,r2 part of nucleus subcoeruleus,D673E6,Rest Hindbrain,EA37FF,7
r2BI,17066,intermediate part of r2B,CA6DD9,Rest Hindbrain,EA37FF,7
r2BIm,17068,mantle zone of r2BI,D673E6,Rest Hindbrain,EA37FF,7
r2BIp,17069,periventricular stratum of r2BI,D673E6,Rest Hindbrain,EA37FF,7
r2BICG,17070,r2 part of central gray,D673E6,Rest Hindbrain,EA37FF,7
r2BIi,17074,intermediate stratum of r2BI,D673E6,Rest Hindbrain,EA37FF,7
DMTg,17075,dorsomedial tegmental nucleus,D673E6,Rest Hindbrain,EA37FF,7
r2BIRt,17076,r2 part of basointermediate reticular formation,D673E6,Rest Hindbrain,EA37FF,7
r2PMnR,17077,r2 part of paramedian raphe nucleus,D673E6,Rest Hindbrain,EA37FF,7
r2BM,17079,medial part of r2B,CA6DD9,Rest Hindbrain,EA37FF,7
r2BMv,17080,ventricular zone of r2BM,CA6DD9,Rest Hindbrain,EA37FF,7
r2BMm,17081,mantle zone of r2BM,D673E6,Rest Hindbrain,EA37FF,7
r2BMp,17082,periventricular stratum of r2BM,D673E6,Rest Hindbrain,EA37FF,7
PDTg,17083,posterodorsal tegmental nucleus,D673E6,Rest Hindbrain,EA37FF,7
Inc,17084,nucleus incertus,D673E6,Rest Hindbrain,EA37FF,7
r2BMi,17085,intermediate stratum of r2BM,D673E6,Rest Hindbrain,EA37FF,7
r2BMRt,17086,r2 part of basomedial reticular formation,D673E6,Rest Hindbrain,EA37FF,7
r2PPnR,17087,r2 part of prepontine raphe nucleus,D673E6,Rest Hindbrain,EA37FF,7
r2MnR,17088,r2 part of median raphe nucleus,D673E6,Rest Hindbrain,EA37FF,7
r2BMs,17089,superficial stratum of r2BM,D673E6,Rest Hindbrain,EA37FF,7
RMTg,17090,rostromedial tegmental nucleus,D673E6,Rest Hindbrain,EA37FF,7
r2F,17091,r2 floor plate,A75AB3,Rest Hindbrain,EA37FF,7
r2Fv,112892333,ventricular zone of r2F,9A579D,Rest Hindbrain,EA37FF,7
r2Fm,112892335,mantle zone of r2F,CA6DD9,Rest Hindbrain,EA37FF,7
r2Fp,112892337,periventricular stratum of r2F,CA6DD9,Rest Hindbrain,EA37FF,7
r2Fi,112892339,intermediate stratum of r2F,CA6DD9,Rest Hindbrain,EA37FF,7
r2Fs,112892341,superficial stratum of r2F,CA6DD9,Rest Hindbrain,EA37FF,7
r3BLp,17127,periventricular stratum of r3BL,853BE6,Pons,9442FF,7
r3BLCG,17128,r3 part of basolateral central gray,853BE6,Pons,9442FF,7
r3BIp,17135,periventricular stratum of r3BI,853BE6,Pons,9442FF,7
r3CGA,17136,r3 part of central gray nucleus alpha,853BE6,Pons,9442FF,7
r3PnR,17149,r3 pontine raphe nucleus,853BE6,Pons,9442FF,7
r3RtTgC,17151,r3 part of reticulotegmental nucleus- core portion,853BE6,Pons,9442FF,7
r3BMRt,17152,r3 part of basomedial reticular formation,853BE6,Pons,9442FF,7
EVe,17189,efferent vestibular nucleus,8E59E6,Pons,9442FF,7
r4BIp,17199,periventricular stratum of r4BI,8E59E6,Pons,9442FF,7
r4BIIZ,17200,r4 part of basointermediate intermediate zone,8E59E6,Pons,9442FF,7
r4RtTgC,17214,r4 part of reticulotegmental nucleus- core portion,8E59E6,Pons,9442FF,7
r4BMRt,17215,r4 part of basomedial reticular formation,8E59E6,Pons,9442FF,7
r4PnR,17216,r4 part of pontine raphe cell population,8E59E6,Pons,9442FF,7
r5BLp,17254,periventricular stratum of r5BL,3.30E+09,Rest Hindbrain,EA37FF,7
r5BLIZ,17255,r5 part of basolateral intermediate zone,3.30E+09,Rest Hindbrain,EA37FF,7
SGe,17190,supragenual nucleus,3.30E+09,Rest Hindbrain,EA37FF,7
r5BMp,17278,periventricular stratum of r5BM,3.30E+09,Rest Hindbrain,EA37FF,7
6M,17279,abducens motor nucleus,3.30E+09,Rest Hindbrain,EA37FF,7
Pa6,17281,para-abducens nucleus,3.30E+09,Rest Hindbrain,EA37FF,7
r5RM,17284,nucleus raphe magnus- r5 part,3.30E+09,Rest Hindbrain,EA37FF,7
r6BMp,17341,periventricular stratum of r6BM,54A6E6,Rest Hindbrain,EA37FF,7
r6Pr,17342,r6 part of nucleus prepositus,54A6E6,Rest Hindbrain,EA37FF,7
r7Pr,17404,r7 part of nucleus prepositus,10C3A7,Rest Hindbrain,EA37FF,7
 ,, , , , ,
NHy,15691,neurohypophysis,975C34,Hypothalamus,A84D10,8
r5F,17289,r5 floor plate,2775B3,Rest Hindbrain,EA37FF,8
r5Fv,112892363,ventricular zone of r5F,2670AB,Rest Hindbrain,EA37FF,8
r5Fm,112892365,mantle zone of r5F,2C86CC,Rest Hindbrain,EA37FF,8
r5Fp,112892367,periventricular stratum of r5F,2C86CC,Rest Hindbrain,EA37FF,8
r5Fi,112892369,intermediate stratum of r5F,2C86CC,Rest Hindbrain,EA37FF,8
r5Fs,112892371,superficial stratum of r5F,2C86CC,Rest Hindbrain,EA37FF,8
r6BM,17338,medial part of r6B,4A93CC,Rest Hindbrain,EA37FF,8
r6BMm,17340,mantle zone of r6BM,54A6E6,Rest Hindbrain,EA37FF,8
r6BMi,17343,intermediate stratum of r6BM,54A6E6,Rest Hindbrain,EA37FF,8
r6BMRt,17344,r6 part of basomedial reticular formation,54A6E6,Rest Hindbrain,EA37FF,8
r6RM,17345,raphe magnus nucleus- r6 part,54A6E6,Rest Hindbrain,EA37FF,8
r6Gi,17346,r6 part of gigantocellular reticular area,54A6E6,Rest Hindbrain,EA37FF,8
r6GiV,17347,r6 part of ventral gigangocellular reticular area,54A6E6,Rest Hindbrain,EA37FF,8
r6F,17351,r6 floor plate,4181B3,Rest Hindbrain,EA37FF,8
r6Fm,112892375,mantle zone of r6F,4A93CC,Rest Hindbrain,EA37FF,8
r6Fs,112892381,superficial stratum of r6F,4A93CC,Rest Hindbrain,EA37FF,8
r7B,17380,r7 basal plate,0EAE94,Rest Hindbrain,EA37FF,8
r7BIi,17395,intermediate stratum of r7BI,10C3A7,Rest Hindbrain,EA37FF,8
r7BIRt,17396,r7 part of the basointermediate reticular formation,10C3A7,Rest Hindbrain,EA37FF,8
r7BM,17400,medial part of r7B,0EAE94,Rest Hindbrain,EA37FF,8
r7BMv,17401,ventricular zone of r7BM,0EAE94,Rest Hindbrain,EA37FF,8
r7BMm,17402,mantle zone of r7BM,10C3A7,Rest Hindbrain,EA37FF,8
r7BMp,17403,periventricular stratum of r7BM,10C3A7,Rest Hindbrain,EA37FF,8
r7-12M,17405,r7 portion of the hypoglossal motor nucleus,10C3A7,Rest Hindbrain,EA37FF,8
r7Ro,17406,r7 part of the nucleus of Roller,10C3A7,Rest Hindbrain,EA37FF,8
r7BMi,17407,intermediate stratum of r7BM,10C3A7,Rest Hindbrain,EA37FF,8
r7BMRt,17409,r7 part of basomedial reticular formation,10C3A7,Rest Hindbrain,EA37FF,8
