STRUCTURE,STRUCTUREID,STRUCTUREFULLNAME,STRUCTURECOLOR,STRUCTUREREGION,STRUCTUREREGIONCOLOR,CLUSTER
r2DPCRt,17041,r2 part of dorsal parvicellular reticular formation,F29EFF,Rest Hindbrain,EA37FF,4
r2Trs,111220666,superficial stratum of r2Tr,F29EFF,Rest Hindbrain,EA37FF,4
r2Pr5,17039,r2 part of principal trigeminal sensory nucleus,F29EFF,Rest Hindbrain,EA37FF,4
r2Lim,17042,liminal part of r2 alar plate,EE80FF,Rest Hindbrain,EA37FF,4
r2Limv,17043,ventricular zone of r2Lim,EE80FF,Rest Hindbrain,EA37FF,4
r2Limm,17044,mantle zone of r2Lim,F29EFF,Rest Hindbrain,EA37FF,4
r2Limp,111220668,periventricular stratum of r2Lim,F29EFF,Rest Hindbrain,EA37FF,4
r2LimCG,17050,r2 liminal central gray,F29EFF,Rest Hindbrain,EA37FF,4
r2Limi,111220670,intermediate stratum of r2Lim,F29EFF,Rest Hindbrain,EA37FF,4
r2VPCRt,17051,r2 part of the ventral parvicellular reticular formation,F29EFF,Rest Hindbrain,EA37FF,4
r2Lims,111220672,superficial stratum of r2Lim,F29EFF,Rest Hindbrain,EA37FF,4
r2-5M,17045,r2 part of the trigeminal motor nucleus,F29EFF,Rest Hindbrain,EA37FF,4
5Te,17046,temporal muscle trigeminal motor cell group,F29EFF,Rest Hindbrain,EA37FF,4
5Ma,17047,masseter muscle trigeminal motor cell group,F29EFF,Rest Hindbrain,EA37FF,4
5Pt,17048,pterigoid muscle trigeminal motor cell group,F29EFF,Rest Hindbrain,EA37FF,4
5TT,17049,temporotympanic muscle trigeminal motor cell group,F29EFF,Rest Hindbrain,EA37FF,4
A7,17052,A7 noradrenergic cell group,F29EFF,Rest Hindbrain,EA37FF,4
r2B,17053,r2 basal plate,CA6DD9,Rest Hindbrain,EA37FF,4
r2Bv,111220674,ventricular zone of r2B,CA6DD9,Rest Hindbrain,EA37FF,4
r2Bm,111220676,mantle zone of r2B,D673E6,Rest Hindbrain,EA37FF,4
r2BL,17054,lateral part of r2B,D673E6,Rest Hindbrain,EA37FF,4
r2BLv,17055,ventricular zone of r2BL,D673E6,Rest Hindbrain,EA37FF,4
r2BLm,17056,mantle zone of r2BL,D673E6,Rest Hindbrain,EA37FF,4
r2BLp,17057,periventricular stratum of r2BL,D673E6,Rest Hindbrain,EA37FF,4
r2BLIZ,124372456,r2 part of basolateral intermediate zone,D673E6,Rest Hindbrain,EA37FF,4
r2BLi,17058,intermediate stratum of r2BL,D673E6,Rest Hindbrain,EA37FF,4
r2SubC,17059,r2 part of nucleus subcoeruleus,D673E6,Rest Hindbrain,EA37FF,4
r2BLRt,17062,r2 part of basolateral reticular formation,D673E6,Rest Hindbrain,EA37FF,4
r2BLs,17063,superficial stratum of r2BL,D673E6,Rest Hindbrain,EA37FF,4
r2VLL,17064,r2 part of ventral lateral lemniscal nucleus,D673E6,Rest Hindbrain,EA37FF,4
r2MPL,17060,r2 part of medial paralemniscal nucleus,D673E6,Rest Hindbrain,EA37FF,4
r2LPL,17061,r2 part of lateral paralemniscal nucleus,D673E6,Rest Hindbrain,EA37FF,4
B9,17065,B9 serotonergic cell group,D673E6,Rest Hindbrain,EA37FF,4
r2BI,17066,intermediate part of r2B,CA6DD9,Rest Hindbrain,EA37FF,4
r2BIv,17067,ventricular zone of r2BI,CA6DD9,Rest Hindbrain,EA37FF,4
r2BIm,17068,mantle zone of r2BI,D673E6,Rest Hindbrain,EA37FF,4
r2BIp,17069,periventricular stratum of r2BI,D673E6,Rest Hindbrain,EA37FF,4
r2BICG,17070,r2 part of central gray,D673E6,Rest Hindbrain,EA37FF,4
r2CGB,17071,r2 part of CG beta nucleus,D673E6,Rest Hindbrain,EA37FF,4
r2CGA,17072,r2 part of CG alpha nucleus,D673E6,Rest Hindbrain,EA37FF,4
r2BIIZ,17073,r2 part of BI intermediate zone,D673E6,Rest Hindbrain,EA37FF,4
r2BIi,17074,intermediate stratum of r2BI,D673E6,Rest Hindbrain,EA37FF,4
DMTg,17075,dorsomedial tegmental nucleus,D673E6,Rest Hindbrain,EA37FF,4
r2BIRt,17076,r2 part of basointermediate reticular formation,D673E6,Rest Hindbrain,EA37FF,4
r2PMnR,17077,r2 part of paramedian raphe nucleus,D673E6,Rest Hindbrain,EA37FF,4
r2BIs,17078,superficial stratum of r2BI,D673E6,Rest Hindbrain,EA37FF,4
r2LPn,124372464,r2 part of lateral pontine nuclei,D673E6,Rest Hindbrain,EA37FF,4
r2BM,17079,medial part of r2B,CA6DD9,Rest Hindbrain,EA37FF,4
r2BMv,17080,ventricular zone of r2BM,CA6DD9,Rest Hindbrain,EA37FF,4
r2BMm,17081,mantle zone of r2BM,D673E6,Rest Hindbrain,EA37FF,4
r2BMp,17082,periventricular stratum of r2BM,D673E6,Rest Hindbrain,EA37FF,4
PDTg,17083,posterodorsal tegmental nucleus,D673E6,Rest Hindbrain,EA37FF,4
Inc,17084,nucleus incertus,D673E6,Rest Hindbrain,EA37FF,4
r2BMi,17085,intermediate stratum of r2BM,D673E6,Rest Hindbrain,EA37FF,4
r2BMRt,17086,r2 part of basomedial reticular formation,D673E6,Rest Hindbrain,EA37FF,4
r2PPnR,17087,r2 part of prepontine raphe nucleus,D673E6,Rest Hindbrain,EA37FF,4
r2MnR,17088,r2 part of median raphe nucleus,D673E6,Rest Hindbrain,EA37FF,4
r2BMs,17089,superficial stratum of r2BM,D673E6,Rest Hindbrain,EA37FF,4
RMTg,17090,rostromedial tegmental nucleus,D673E6,Rest Hindbrain,EA37FF,4
r2F,17091,r2 floor plate,A75AB3,Rest Hindbrain,EA37FF,4
r2Fv,112892333,ventricular zone of r2F,9A579D,Rest Hindbrain,EA37FF,4
r2Fm,112892335,mantle zone of r2F,CA6DD9,Rest Hindbrain,EA37FF,4
r2Fp,112892337,periventricular stratum of r2F,CA6DD9,Rest Hindbrain,EA37FF,4
r2Fi,112892339,intermediate stratum of r2F,CA6DD9,Rest Hindbrain,EA37FF,4
r2Fs,112892341,superficial stratum of r2F,CA6DD9,Rest Hindbrain,EA37FF,4
 ,, , , , ,
PH,17092,pontine hindbrain,9442FF,Pons,9442FF,5
r3,17093,rhombomere 3,9442FF,Pons,9442FF,5
r3R,17094,r3 roof plate,B378FF,Pons,9442FF,5
r3A,17095,r3 alar plate,9442FF,Pons,9442FF,5
r3Av,111220678,ventricular zone of r3A,9442FF,Pons,9442FF,5
r3Am,111220680,mantle zone of r3A,A35DFF,Pons,9442FF,5
r3Co,17096,r3 part of cochlear sensory column,9442FF,Pons,9442FF,5
r3Cov,17097,ventricular zone of r3Co,9442FF,Pons,9442FF,5
r3Com,17098,mantle zone of r3Co,A35DFF,Pons,9442FF,5
r3Cop,111220682,periventricular stratum of r3Co,A35DFF,Pons,9442FF,5
r3DC,17099,r3 part of dorsal cochlear nucleus,A35DFF,Pons,9442FF,5
r3Coi,111220684,intermediate stratum of r3Co,A35DFF,Pons,9442FF,5
r3Cos,111220686,superficial stratum of r3Co,A35DFF,Pons,9442FF,5
r3AVC,17100,r3 part of anteroventral cochlear nucleus,A35DFF,Pons,9442FF,5
r3Ve,17101,r3 part of vestibular sensory column,9442FF,Pons,9442FF,5
r3Vev,17102,ventricular zone of r3Ve,9442FF,Pons,9442FF,5
r3Vem,17103,mantle zone of r3Ve,A35DFF,Pons,9442FF,5
r3Vep,111220688,periventricular stratum of r3Ve,A35DFF,Pons,9442FF,5
r3MVePC,17106,r3 part of parvicellular medial vestibular nucleus,A35DFF,Pons,9442FF,5
r3Vei,111220690,intermediate stratum of r3Ve,A35DFF,Pons,9442FF,5
r3MVeMC,17105,r3 part of magnocellular medial vestibular nucleus,A35DFF,Pons,9442FF,5
r3Ves,111220692,superficial stratum of r3Ve,A35DFF,Pons,9442FF,5
r3LVe,17104,r3 part of lateral vestibular nucleus,A35DFF,Pons,9442FF,5
r3Tr,17107,r3 part of trigeminal sensory column,9442FF,Pons,9442FF,5
r3Trv,17108,ventricular zone of r3Tr,9442FF,Pons,9442FF,5
r3Trm,17109,mantle zone of r3Tr,A35DFF,Pons,9442FF,5
r3Trp,111220694,periventricular stratum of r3Tr,A35DFF,Pons,9442FF,5
r3Tri,111220696,intermediate stratum of r3Tr,A35DFF,Pons,9442FF,5
r3-5Tr,17111,r3 part of trigeminal transition zone,A35DFF,Pons,9442FF,5
r3DPCRt,17112,r3 part of dorsal parvicellular reticular formation,A35DFF,Pons,9442FF,5
r3Trs,111220698,superficial stratum of r3Tr,A35DFF,Pons,9442FF,5
r3Sp5O,17110,r3 part of spinal trigeminal sensory column- oral part,A35DFF,Pons,9442FF,5
r3Lim,17113,liminal part of r3 alar plate,9442FF,Pons,9442FF,5
r3Limv,17114,ventricular zone of r3Lim,9442FF,Pons,9442FF,5
r3Limm,17115,mantle zone of r3Lim,A35DFF,Pons,9442FF,5
r3Limp,111220700,periventricular stratum of r3Lim,A35DFF,Pons,9442FF,5
r3LimCG,17122,r3 liminal central gray,A35DFF,Pons,9442FF,5
r3Limi,111220702,intermediate stratum of r3Lim,A35DFF,Pons,9442FF,5
r3VPCRt,17121,r3 part of ventral parvicellular reticular formation,A35DFF,Pons,9442FF,5
r3Lims,111220704,superficial stratum of r3Lim,A35DFF,Pons,9442FF,5
r3-5M,17116,r3 part of the trigeminal motor nucleus,A35DFF,Pons,9442FF,5
5ADi,17117,anterior digastric muscle trigeminal motor cell group,A35DFF,Pons,9442FF,5
r3B,17123,r3 basal plate,7635CC,Pons,9442FF,5
r3Bv,111220706,ventricular zone of r3B,7635CC,Pons,9442FF,5
r3Bm,111220708,mantle zone of r3B,853BE6,Pons,9442FF,5
r3BL,17124,lateral part of r3B,7635CC,Pons,9442FF,5
r3BLv,17125,ventricular zone of r3BL,7635CC,Pons,9442FF,5
r3BLm,17126,mantle zone of r3BL,853BE6,Pons,9442FF,5
r3BLp,17127,periventricular stratum of r3BL,853BE6,Pons,9442FF,5
r3BLIZ,124372468,r3 part of basolateral intermediate zone,853BE6,Pons,9442FF,5
r3BLCG,17128,r3 part of basolateral central gray,853BE6,Pons,9442FF,5
r3BLi,17129,intermediate stratum of r3BL,853BE6,Pons,9442FF,5
r3BLRt,17130,r3 part of basolateral reticular formation,853BE6,Pons,9442FF,5
r3BLs,17131,superficial stratum of r3BL,853BE6,Pons,9442FF,5
r3VLL,17118,r3 part of ventral lateral lemniscal nucleus,853BE6,Pons,9442FF,5
r3MPL,17119,r3 part of medial paralemniscal nucleus,853BE6,Pons,9442FF,5
r3LPL,17120,r3 part of lateral paralemniscal nucleus,853BE6,Pons,9442FF,5
r3BI,17132,intermediate part of r3B,7635CC,Pons,9442FF,5
r3BIv,17133,ventricular zone of r3BI,7635CC,Pons,9442FF,5
r3BIm,17134,mantle zone of r3BI,853BE6,Pons,9442FF,5
r3BIp,17135,periventricular stratum of r3BI,853BE6,Pons,9442FF,5
r3CGA,17136,r3 part of central gray nucleus alpha,853BE6,Pons,9442FF,5
r3CGB,17137,r3 part of central gray nucleus beta,853BE6,Pons,9442FF,5
r3BIIZ,17138,r3 part of BI intermediate zone,853BE6,Pons,9442FF,5
r3BIi,17139,intermediate stratum of r3BI,853BE6,Pons,9442FF,5
r3BIRt,17140,r3 part of basointermediate reticular formation,853BE6,Pons,9442FF,5
r3BIs,17141,superficial stratum of r3BI,853BE6,Pons,9442FF,5
r3LPn,17142,r3 part of lateral pontine nuclei,853BE6,Pons,9442FF,5
r3BM,17143,medial part of r3B,7635CC,Pons,9442FF,5
r3BMv,17144,ventricular zone of r3BM,7635CC,Pons,9442FF,5
r3BMm,17145,mantle zone of r3BM,853BE6,Pons,9442FF,5
r3BMp,17146,periventricular stratum of r3BM,853BE6,Pons,9442FF,5
r3Pre6CG,17147,r3 part of preabducens central gray,853BE6,Pons,9442FF,5
r3BMi,17148,intermediate stratum of r3BM,853BE6,Pons,9442FF,5
r3PnR,17149,r3 pontine raphe nucleus,853BE6,Pons,9442FF,5
r3RtTgS,17150,r3 part of reticulotegmental nucleus- shell portion,853BE6,Pons,9442FF,5
r3RtTgC,17151,r3 part of reticulotegmental nucleus- core portion,853BE6,Pons,9442FF,5
r3BMRt,17152,r3 part of basomedial reticular formation,853BE6,Pons,9442FF,5
r3BMs,17153,superficial stratum of r3BM,853BE6,Pons,9442FF,5
r3MPn,17154,r3 part of medial pontine nuclei,853BE6,Pons,9442FF,5
r3F,17155,r3 floor plate,682EB3,Pons,9442FF,5
r3Fv,112892343,ventricular zone of r3F,613F93,Pons,9442FF,5
r3Fm,112892345,mantle zone of r3F,7635CC,Pons,9442FF,5
r3Fp,112892347,periventricular stratum of r3F,7635CC,Pons,9442FF,5
r3Fi,112892349,intermediate stratum of r3F,7635CC,Pons,9442FF,5
r3Fs,112892351,superficial stratum of r3F,7635CC,Pons,9442FF,5
r4,17156,rhombomere 4,9E63FF,Pons,9442FF,5
r4R,17157,r4 roof plate,BA90FF,Pons,9442FF,5
r4A,17158,r4 alar plate,9E63FF,Pons,9442FF,5
r4Av,111220710,ventricular zone of r4A,9E63FF,Pons,9442FF,5
r4Am,111220712,mantle zone of r4A,AC79FF,Pons,9442FF,5
r4Co,17159,r4 part of cochlear sensory column,9E63FF,Pons,9442FF,5
r4Cov,17160,ventricular zone of r4Co,9E63FF,Pons,9442FF,5
r4Com,17161,mantle zone of r4Co,AC79FF,Pons,9442FF,5
r4Cop,111220714,periventricular stratum of r4Co,AC79FF,Pons,9442FF,5
r4DC,17162,r4 part of dorsal cochlear nucleus,AC79FF,Pons,9442FF,5
r4Coi,111220716,intermediate stratum of r4Co,AC79FF,Pons,9442FF,5
r4Cos,111220718,superficial stratum of r4Co,AC79FF,Pons,9442FF,5
r4PVC,17163,r4 part of posteroventral cochlear nucleus,AC79FF,Pons,9442FF,5
r4Ve,17164,r4 part of vestibular sensory column,9E63FF,Pons,9442FF,5
r4Vev,17165,ventricular zone of r4Ve,9E63FF,Pons,9442FF,5
r4Vem,17166,mantle zone of r4Ve,AC79FF,Pons,9442FF,5
r4Vep,111220720,periventricular stratum of r4Ve,AC79FF,Pons,9442FF,5
r4MVePC,17169,r4 part of parvocellular medial vestibular nucleus,AC79FF,Pons,9442FF,5
r4Vei,111220722,intermediate stratum of r4Ve,AC79FF,Pons,9442FF,5
r4MVeMC,17168,r4 part of magnocellular medial vestibular nucleus,AC79FF,Pons,9442FF,5
r4Ves,111220724,superficial stratum of r4Ve,AC79FF,Pons,9442FF,5
r4LVe,17167,r4 part of lateral vestibular nucleus,AC79FF,Pons,9442FF,5
r4Tr,17170,r4 part of trigeminal sensory column,9E63FF,Pons,9442FF,5
r4Trv,17171,ventricular zone of r4Tr,9E63FF,Pons,9442FF,5
r4Trm,17172,mantle zone of r4Tr,AC79FF,Pons,9442FF,5
r4Trp,111220726,periventricular stratum of r4Tr,AC79FF,Pons,9442FF,5
r4Tri,111220728,intermediate stratum of r4Tr,AC79FF,Pons,9442FF,5
r4-5Tr,17174,r4 part of trigeminal transition zone,AC79FF,Pons,9442FF,5
r4DPCRt,17175,r4 part of dorsal parvicellular reticular formation,AC79FF,Pons,9442FF,5
r4Trs,111220730,superficial stratum of r4Tr,AC79FF,Pons,9442FF,5
r4Sp5O,17173,r4 part of descending trigeminal sensory nucleus- oral part,AC79FF,Pons,9442FF,5
r4Lim,17176,liminal part of r4 alar plate,9E63FF,Pons,9442FF,5
r4Limv,17177,ventricular zone of r4Lim,9E63FF,Pons,9442FF,5
r4Limm,17178,mantle zone of r4Lim,AC79FF,Pons,9442FF,5
r4Limp,111220732,periventricular stratum of r4Lim,AC79FF,Pons,9442FF,5
r4LimCG,17179,r4 liminal central gray,AC79FF,Pons,9442FF,5
r4Limi,111220734,intermediate stratum of r4Lim,AC79FF,Pons,9442FF,5
r4VPCRt,17180,r4 part of ventral parvicellular reticular formation,AC79FF,Pons,9442FF,5
r4Lims,111220736,superficial stratum of r4Lim,AC79FF,Pons,9442FF,5
r4A5,17181,r4 part of A5 noradrenergic cell group,AC79FF,Pons,9442FF,5
r4B,17182,r4 basal plate,7E4FCC,Pons,9442FF,5
r4Bv,111220738,ventricular zone of r4B,7E4FCC,Pons,9442FF,5
r4Bm,111220740,mantle zone of r4B,8E59E6,Pons,9442FF,5
r4BL,17183,lateral part of r4B,7E4FCC,Pons,9442FF,5
r4BLv,17184,ventricular zone of r4BL,7E4FCC,Pons,9442FF,5
r4BLm,17185,mantle zone of r4BL,8E59E6,Pons,9442FF,5
r4BLp,17186,periventricular stratum of r4BL,8E59E6,Pons,9442FF,5
r4BLIZ,17187,r4 part of basolateral intermediate zone,8E59E6,Pons,9442FF,5
r4BLi,17188,intermediate stratum of r4BL,8E59E6,Pons,9442FF,5
EVe,17189,efferent vestibular nucleus,8E59E6,Pons,9442FF,5
r4BLRt,17191,r4 part of basolateral reticular formation,8E59E6,Pons,9442FF,5
r4BLs,17192,superficial stratum of r4BL,8E59E6,Pons,9442FF,5
r4VLL,17193,r4 part of ventral lateral lemniscal nucleus,8E59E6,Pons,9442FF,5
r4MPL,17194,r4 part of medial paralemniscal nucleus,8E59E6,Pons,9442FF,5
r4LPL,17195,r4 part of lateral paralemniscal nucleus,8E59E6,Pons,9442FF,5
r4BI,17196,intermediate part of r4B,7E4FCC,Pons,9442FF,5
r4BIv,17197,ventricular zone of r4BI,7E4FCC,Pons,9442FF,5
r4BIm,17198,mantle zone of r4BI,8E59E6,Pons,9442FF,5
r4BIp,17199,periventricular stratum of r4BI,8E59E6,Pons,9442FF,5
r4BIIZ,17200,r4 part of basointermediate intermediate zone,8E59E6,Pons,9442FF,5
r4CGA,17201,r4 part of central gray nucleus alpha,8E59E6,Pons,9442FF,5
r4CGB,17202,r4 part of central gray nucleus beta,8E59E6,Pons,9442FF,5
r4BIi,17203,intermediate stratum of r4BI,8E59E6,Pons,9442FF,5
r4BIRt,17204,r4 part of basointermediate reticular formation,8E59E6,Pons,9442FF,5
r4BIs,17205,superficial stratum of r4BI,8E59E6,Pons,9442FF,5
r4LPn,17206,r4 part of lateral pontine nuclei,8E59E6,Pons,9442FF,5
r4BM,17207,medial part of r4B,7E4FCC,Pons,9442FF,5
r4BMv,17208,ventricular zone of r4BM,7E4FCC,Pons,9442FF,5
r4BMm,17209,mantle zone of r4BM,8E59E6,Pons,9442FF,5
r4BMp,17210,periventricular stratum of r4BM,8E59E6,Pons,9442FF,5
r4Pre6CG,17211,r4 part of preabducens central gray,8E59E6,Pons,9442FF,5
r4BMi,17212,intermediate stratum of r4BM,8E59E6,Pons,9442FF,5
r4RtTgS,17213,r4 part of reticulotegmental nucleus- shell portion,8E59E6,Pons,9442FF,5
r4RtTgC,17214,r4 part of reticulotegmental nucleus- core portion,8E59E6,Pons,9442FF,5
r4BMRt,17215,r4 part of basomedial reticular formation,8E59E6,Pons,9442FF,5
r4PnR,17216,r4 part of pontine raphe cell population,8E59E6,Pons,9442FF,5
r4BMs,17217,superficial stratum of r4BM,8E59E6,Pons,9442FF,5
r4MPn,17218,r4 part of medial pontine nuclei,8E59E6,Pons,9442FF,5
r4F,17219,r4 floor plate,6F45B3,Pons,9442FF,5
r4Fv,112892353,ventricular zone of r4F,674998,Pons,9442FF,5
r4Fm,112892355,mantle zone of r4F,7E4FCC,Pons,9442FF,5
r4Fp,112892357,periventricular stratum of r4F,7E4FCC,Pons,9442FF,5
r4Fi,112892359,intermediate stratum of r4F,7E4FCC,Pons,9442FF,5
r4Fs,112892361,superficial stratum of r4F,7E4FCC,Pons,9442FF,5
PMH,17220,pontomedullary hindbrain,37A7FF,Rest Hindbrain,EA37FF,5
r5,17221,rhombomere 5,37A7FF,Rest Hindbrain,EA37FF,5
r5R,17222,r5 roof plate,70C0FF,Rest Hindbrain,EA37FF,5
r5A,17223,r5 alar plate,37A7FF,Rest Hindbrain,EA37FF,5
r5Av,111220742,ventricular zone of r5A,37A7FF,Rest Hindbrain,EA37FF,5
r5Am,111220744,mantle zone of r5A,5DB8FF,Rest Hindbrain,EA37FF,5
r5Co,17224,r5 part of the cochlear column,37A7FF,Rest Hindbrain,EA37FF,5
r5Cov,17225,ventricular zone of r5Co,37A7FF,Rest Hindbrain,EA37FF,5
r5Com,17226,mantle zone of r5Co,5DB8FF,Rest Hindbrain,EA37FF,5
r5Cop,111220746,periventricular stratum of r5Co,5DB8FF,Rest Hindbrain,EA37FF,5
r5DC,17227,r5 part of dorsal cochlear nucleus,5DB8FF,Rest Hindbrain,EA37FF,5
r5Coi,111220748,intermediate stratum of r5Co,5DB8FF,Rest Hindbrain,EA37FF,5
r5Cos,111220750,superficial stratum of r5Co,5DB8FF,Rest Hindbrain,EA37FF,5
r5PVC,17228,r5 part of posteroventral cochlear nucleus,5DB8FF,Rest Hindbrain,EA37FF,5
r5Ve,17229,r5 part of the vestibular column,37A7FF,Rest Hindbrain,EA37FF,5
r5Vev,17230,ventricular zone of r5Ve,37A7FF,Rest Hindbrain,EA37FF,5
r5Vem,17231,mantle zone of r5Ve,5DB8FF,Rest Hindbrain,EA37FF,5
r5Vep,111220752,periventricular stratum of r5Ve,5DB8FF,Rest Hindbrain,EA37FF,5
r5MVePC,17234,r5 part of parvocellular medial vestibular nucleus,5DB8FF,Rest Hindbrain,EA37FF,5
r5Vei,111220754,intermediate stratum of r5Ve,5DB8FF,Rest Hindbrain,EA37FF,5
r5MVeMC,17233,r5 part of magnocellular medial vestibular nucleus,5DB8FF,Rest Hindbrain,EA37FF,5
r5Ves,111220756,superficial stratum of r5Ve,5DB8FF,Rest Hindbrain,EA37FF,5
r5SpVe,17232,r5 part of spinal vestibular nucleus,5DB8FF,Rest Hindbrain,EA37FF,5
r5Tr,17235,r5 part of the trigeminal column,37A7FF,Rest Hindbrain,EA37FF,5
r5Trv,17236,ventricular zone of r5Tr,37A7FF,Rest Hindbrain,EA37FF,5
r5Trm,17237,mantle zone of r5Tr,5DB8FF,Rest Hindbrain,EA37FF,5
r5Trp,111220758,periventricular stratum of r5Tr,5DB8FF,Rest Hindbrain,EA37FF,5
r5Sol,17240,r5 (gustatory) part of solitary complex,5DB8FF,Rest Hindbrain,EA37FF,5
r5Tri,111220760,intermediate stratum of r5Tr,5DB8FF,Rest Hindbrain,EA37FF,5
r5-5Tr,17239,r5 part of trigeminal transition zone,5DB8FF,Rest Hindbrain,EA37FF,5
r5DPCRt,17241,r5 part of dorsal parvicellular reticular formation,5DB8FF,Rest Hindbrain,EA37FF,5
r5Trs,111220762,superficial stratum of r5Tr,5DB8FF,Rest Hindbrain,EA37FF,5
r5Sp5O,17238,r5 part of the oral Sp5 subnucleus,5DB8FF,Rest Hindbrain,EA37FF,5
r5Lim,17242,liminal part of the r5 alar plate,37A7FF,Rest Hindbrain,EA37FF,5
r5Limv,17243,ventricular zone of r5Lim,37A7FF,Rest Hindbrain,EA37FF,5
r5Limm,17244,mantle zone of r5Lim,5DB8FF,Rest Hindbrain,EA37FF,5
r5Limp,111220764,periventricular stratum of r5Lim,5DB8FF,Rest Hindbrain,EA37FF,5
r5LimCG,17245,r5 liminal central gray,5DB8FF,Rest Hindbrain,EA37FF,5
r5Limi,111220766,intermediate stratum of r5Lim,5DB8FF,Rest Hindbrain,EA37FF,5
r5VPCRt,17246,r5 part of ventral parvicellular reticular formation,5DB8FF,Rest Hindbrain,EA37FF,5
SS,17248,superior salivatory parasympathetic nucleus,5DB8FF,Rest Hindbrain,EA37FF,5
r5Lims,111220768,superficial stratum of r5Lim,5DB8FF,Rest Hindbrain,EA37FF,5
r5A5,17247,r5 part of A5 noradrenergic cell group,5DB8FF,Rest Hindbrain,EA37FF,5
CAT,17249,nucleus of the central acoustic tract,5DB8FF,Rest Hindbrain,EA37FF,5
r5B,17250,r5 basal plate,2C86CC,Rest Hindbrain,EA37FF,5
r5Bv,111220770,ventricular zone of r5B,2C86CC,Rest Hindbrain,EA37FF,5
r5Bm,111220772,mantle zone of r5B,3.30E+09,Rest Hindbrain,EA37FF,5
r5BL,17251,lateral part of r5B,2C86CC,Rest Hindbrain,EA37FF,5
r5BLv,17252,ventricular zone of r5BL,2C86CC,Rest Hindbrain,EA37FF,5
r5BLm,17253,mantle zone of r5BL,3.30E+09,Rest Hindbrain,EA37FF,5
r5BLp,17254,periventricular stratum of r5BL,3.30E+09,Rest Hindbrain,EA37FF,5
r5BLIZ,17255,r5 part of basolateral intermediate zone,3.30E+09,Rest Hindbrain,EA37FF,5
r5BLi,17256,intermediate stratum of 5BL,3.30E+09,Rest Hindbrain,EA37FF,5
SGe,17190,supragenual nucleus,3.30E+09,Rest Hindbrain,EA37FF,5
r5BLRt,17257,r5 part of basolateral reticular formation,3.30E+09,Rest Hindbrain,EA37FF,5
r5BLs,17258,superficial stratum of r5BL,3.30E+09,Rest Hindbrain,EA37FF,5
r5VLL,17259,r5 part of ventral lateral lemniscal nucleus,3.30E+09,Rest Hindbrain,EA37FF,5
DPeO,17260,dorsal periolivary nucleus,3.30E+09,Rest Hindbrain,EA37FF,5
LSO,17261,lateral superior olive,3.30E+09,Rest Hindbrain,EA37FF,5
MSO,17262,medial superior olive,3.30E+09,Rest Hindbrain,EA37FF,5
RPeO,17263,rostral periolivary nucleus,3.30E+09,Rest Hindbrain,EA37FF,5
SPeO,17264,superior periolivary nucleus,3.30E+09,Rest Hindbrain,EA37FF,5
VLPeO,17265,ventrolateral periolivary nucleus,3.30E+09,Rest Hindbrain,EA37FF,5
r5BI,17266,intermediate part of r5B,2C86CC,Rest Hindbrain,EA37FF,5
r5BIv,17267,ventricular zone of r5BI,2C86CC,Rest Hindbrain,EA37FF,5
r5BIm,17268,mantle zone of r5BI,3.30E+09,Rest Hindbrain,EA37FF,5
r5BIp,17269,periventricular stratum of r5BI,3.30E+09,Rest Hindbrain,EA37FF,5
r5BIIZ,17270,r5 part of basointermediate intermediate zone,3.30E+09,Rest Hindbrain,EA37FF,5
r5BIi,17271,intermediate stratum of r5BI,3.30E+09,Rest Hindbrain,EA37FF,5
r5BIRt,17272,r5 part of basointermediate reticular formation,3.30E+09,Rest Hindbrain,EA37FF,5
r5BIs,17273,superficial stratum of r5BI,3.30E+09,Rest Hindbrain,EA37FF,5
LTz,17274,lateral trapezoid nucleus,3.30E+09,Rest Hindbrain,EA37FF,5
r5BM,17275,medial part of r5B,2C86CC,Rest Hindbrain,EA37FF,5
r5BMv,17276,ventricular zone of r5BM,2C86CC,Rest Hindbrain,EA37FF,5
r5BMm,17277,mantle zone of r5BM,3.30E+09,Rest Hindbrain,EA37FF,5
r5BMp,17278,periventricular stratum of r5BM,3.30E+09,Rest Hindbrain,EA37FF,5
6M,17279,abducens motor nucleus,3.30E+09,Rest Hindbrain,EA37FF,5
r5BMi,17280,intermediate stratum of r5BM,3.30E+09,Rest Hindbrain,EA37FF,5
Pa6,17281,para-abducens nucleus,3.30E+09,Rest Hindbrain,EA37FF,5
RPnRt,17282,retropontine reticular area,3.30E+09,Rest Hindbrain,EA37FF,5
r5BMRt,17283,r5 part of basomedial reticular formation,3.30E+09,Rest Hindbrain,EA37FF,5
r5RM,17284,nucleus raphe magnus- r5 part,3.30E+09,Rest Hindbrain,EA37FF,5
RIP,17285,nucleus raphe interpositus,3.30E+09,Rest Hindbrain,EA37FF,5
r5BMs,17286,superficial stratum of r5BM,3.30E+09,Rest Hindbrain,EA37FF,5
MTz,17287,medial trapezoid nucleus,3.30E+09,Rest Hindbrain,EA37FF,5
VMPeO,17288,ventromedial periolivary nucleus,3.30E+09,Rest Hindbrain,EA37FF,5
r5F,17289,r5 floor plate,2775B3,Rest Hindbrain,EA37FF,5
r5Fv,112892363,ventricular zone of r5F,2670AB,Rest Hindbrain,EA37FF,5
r5Fm,112892365,mantle zone of r5F,2C86CC,Rest Hindbrain,EA37FF,5
